date,name,event,location,location_link,organizer,status,reg_type,entry_fee,players,tags
10/27/2024 9:00 PM CEST,Rock City Comics Shimmering Skies Store Championship,https://melee.gg/Tournament/View/166829,"4918 50stRocky Mountain House, AB T4T 1A9CA",https://www.google.com/maps/dir/?api=1&destination=4918%2050st%2C%20Rocky%20Mountain%20House%2C%20AB%20T4T%201A9,Rock City Comics,Registration,Open Registration,,1,"['Disney Lorcana', 'Tabletop']"
10/27/2024 8:30 PM CEST,Montasy NYC Lorcana League Sunday 10/27/24,https://melee.gg/Tournament/View/160735,"431 5th Avenue2nd FloorNew York, NY 10016US",https://www.google.com/maps/dir/?api=1&destination=431%205th%20Avenue%2C%20New%20York%2C%20NY%2010016,Montasy Comics NYC,Registration,Invite Only,,0,"['Disney Lorcana', 'Weekly Play']"
10/27/2024 8:00 PM CEST,Natural Twenty's Shimmering Skies Championship,https://melee.gg/Tournament/View/143514,"4350 E Sunset Rd205Henderson, NV 89014US",https://www.google.com/maps/dir/?api=1&destination=4350%20E%20Sunset%20Rd%2C%20Henderson%2C%20NV%2089014,Natural Twenty,Registration,Open Registration,,7,"['Core', 'Disney Lorcana', 'Tabletop']"
10/27/2024 8:00 PM CEST,Shimmering Skies Championship - 2D3,https://melee.gg/Tournament/View/144516,"Plaza de la Paja 87Local #2 Esquina Plaza de la PajaCiudad de México , Iztapalapa, San Juan Xalpa 09020MX",https://www.google.com/maps/dir/?api=1&destination=Plaza%20de%20la%20Paja%2087%2C%20Ciudad%20de%20M%C3%A9xico%20%2C%20Iztapalapa%2C%20San%20Juan%20Xalpa%2009020,2D3,Registration,Open Registration,,7,"['Core', 'Disney Lorcana', 'Tabletop', 'Set Championship']"
10/27/2024 8:00 PM CEST,Championnat de Set 5 : Ciel Scintillant,https://melee.gg/Tournament/View/144561,"11 Rue Abbe BessouRodez, AV 12000FR",https://www.google.com/maps/dir/?api=1&destination=11%20Rue%20Abbe%20Bessou%2C%20Rodez%2C%20AV%2012000,Le Chaudron Ludique,Registration,Open Registration,,16,"['Core', 'Disney Lorcana', 'Tabletop', 'Set Championship']"
10/27/2024 8:00 PM CEST,Shimmering Skies Set Championship,https://melee.gg/Tournament/View/147755,"United States,US",https://www.google.com/maps/dir/?api=1&destination=United%20States%2C%20null%2C%20null%20null,Spellhold Games,Registration,Open Registration,,0,"['Disney Lorcana', 'Tabletop', 'Set Championship']"
10/27/2024 8:00 PM CEST,Mana Crypt Shimmering Skies Championship,https://melee.gg/Tournament/View/148356,"Morelos 605Apizaco, Tlaxcala 90300MX",https://www.google.com/maps/dir/?api=1&destination=Morelos%20605%2C%20Apizaco%2C%20Tlaxcala%2090300,Mana Crypt Boardgames & TCG,Registration,Open Registration,,2,"['Core', 'Disney Lorcana', 'Tabletop']"
10/27/2024 8:00 PM CEST,Shimmering Skies Store Championship - K-OS Collectibles Inc.,https://melee.gg/Tournament/View/148639,"3636 Steeles Ave EUnit 135Markham, ON L3R 1K9CA",https://www.google.com/maps/dir/?api=1&destination=3636%20Steeles%20Ave%20E%2C%20Markham%2C%20ON%20L3R%201K9,K-OS Collectibles Incorporated,Registration,Open Registration,,7,"['Core', 'Disney Lorcana', 'Tabletop']"
10/27/2024 8:00 PM CEST,Izzy's Comics - DISNEY LORCANA: Shimmering Skies Championship,https://melee.gg/Tournament/View/151622,"2801 Lurleen B Wallace BlvdSuite 6Northport, AL 35476US",https://www.google.com/maps/dir/?api=1&destination=2801%20Lurleen%20B%20Wallace%20Blvd%2C%20Northport%2C%20AL%2035476,Izzy's Comics LLC,Registration,Open Registration,,14,"['Core', 'Disney Lorcana', 'Tabletop', 'Set Championship']"
10/27/2024 8:00 PM CEST,"Tall Tales Gaming ""Shimmering Skies Championship""",https://melee.gg/Tournament/View/154172,"2827 N Dal Paso Suite 115Hobbs, New Mexico 88240US",https://www.google.com/maps/dir/?api=1&destination=2827%20N%20Dal%20Paso%20Suite%20115%2C%20Hobbs%2C%20New%20Mexico%2088240,Tall Tales Gaming,Registration,Open Registration,,5,"['Core', 'Disney Lorcana', 'Tabletop', 'Set Championship']"
10/27/2024 8:00 PM CEST,Nowhere's Shimmering Skies Store Championships,https://melee.gg/Tournament/View/154733,"1327 S. Glenstone AveSpringfield, Missouri 65804US",https://www.google.com/maps/dir/?api=1&destination=1327%20S.%20Glenstone%20Ave%2C%20Springfield%2C%20Missouri%2065804,Nowhere's Store of Forgotten Lore,Registration,Open Registration,,5,"['Core', 'Disney Lorcana', 'Tabletop']"
10/27/2024 8:00 PM CEST,Shimmering Skies Championship,https://melee.gg/Tournament/View/154803,",US",https://www.google.com/maps/dir/?api=1&destination=null%2C%20null%2C%20null%20null,Slice and Dice Pizzeria,Registration,Open Registration,,8,"['Core', 'Disney Lorcana', 'Tabletop', 'Set Championship']"
10/27/2024 8:00 PM CEST,Sunday Lorcana Locals 10-27,https://melee.gg/Tournament/View/155619,"2438 West Anderson Lane Suite B-1Dragon's Lair Comics and FantasyAustin, TX 78757US",https://www.google.com/maps/dir/?api=1&destination=2438%20West%20Anderson%20Lane%20Suite%20B-1%2C%20Austin%2C%20TX%2078757,Dragon's Lair Comics and Fantasy,Registration,Open Registration,,0,"['Disney Lorcana', 'Tabletop', 'Weekly Play']"
10/27/2024 8:00 PM CEST,Atomic Gaming Shimmering Skies Store Championship,https://melee.gg/Tournament/View/156762,"1005 Brentwood PkwySuite 109Stockbridge, GA 30281US",https://www.google.com/maps/dir/?api=1&destination=1005%20Brentwood%20Pkwy%2C%20Stockbridge%2C%20GA%2030281,Atomic Gaming,Registration,Open Registration,,1,"['Core', 'Disney Lorcana', 'Tabletop', 'Set Championship']"
10/27/2024 8:00 PM CEST,Shimmering Skies Championship,https://melee.gg/Tournament/View/158842,"United States,US",https://www.google.com/maps/dir/?api=1&destination=United%20States%2C%20null%2C%20null%20null,Universal Comics,Registration,Open Registration,,3,"['Disney Lorcana', 'Tabletop', 'Set Championship']"
10/27/2024 8:00 PM CEST,Rainbow Draft,https://melee.gg/Tournament/View/159925,"4116 West Burbank BoulevardBurbank, CA 91505US",https://www.google.com/maps/dir/?api=1&destination=4116%20West%20Burbank%20Boulevard%2C%20Burbank%2C%20CA%2091505,Emerald Knights Comics and Games,Registration,Open Registration,,1,"['Disney Lorcana', 'Tabletop']"
10/27/2024 8:00 PM CEST,Shimmering Skies Win a Box,https://melee.gg/Tournament/View/160331,"67 Huttleston AveFairhaven, MA 02719US",https://www.google.com/maps/dir/?api=1&destination=67%20Huttleston%20Ave%2C%20Fairhaven%2C%20MA%2002719,The Armoury Wargames and Hobbies,Registration,Open Registration,,0,"['Disney Lorcana', 'Tabletop']"
10/27/2024 8:00 PM CEST,“CAMPEONATO”  “CHAMPIONSHIP” “Shimmering Skies” Dark Store Juarez,https://melee.gg/Tournament/View/160374,"Av. Juarez #323er piso, Despacho 310Ciudad de Mexico, Ciudad de México 06050MX",https://www.google.com/maps/dir/?api=1&destination=Av.%20Juarez%20%2332%20%2C%20Ciudad%20de%20Mexico%2C%20Ciudad%20de%20M%C3%A9xico%2006050,Dark Store,Registration,Open Registration,,1,"['Core', 'Disney Lorcana', 'Tabletop', 'Set Championship']"
10/27/2024 8:00 PM CEST,Weekly Play,https://melee.gg/Tournament/View/161257,"9344 Atlantic BoulevardJacksonville, FL 32225US",https://www.google.com/maps/dir/?api=1&destination=9344%20Atlantic%20Boulevard%2C%20Jacksonville%2C%20FL%2032225,Coliseum of Comics Arlington,Registration,Open Registration,,0,"['Disney Lorcana', 'Tabletop', 'Weekly Play']"
10/27/2024 8:00 PM CEST,Seattle - SUN 12 PM Sealed (Rise of the Floodborn),https://melee.gg/Tournament/View/160908,"705 Pike StreetSeattle, WA 98101US",https://www.google.com/maps/dir/?api=1&destination=705%20Pike%20Street%2C%20Seattle%2C%20WA%2098101,PPG Event Management,Registration,Open Registration,$54.00 + $5.07,0,"['Disney Lorcana', 'Tabletop']"
10/27/2024 8:00 PM CEST,Shimmering Skies Championship,https://melee.gg/Tournament/View/163496,"13 calle muñoz riveraCaguas, PR 00725",https://www.google.com/maps/dir/?api=1&destination=13%20calle%20mu%C3%B1oz%20rivera%2C%20Caguas%2C%20PR%2000725,Titan Games,Registration,Open Registration,,1,"['Disney Lorcana', 'Tabletop', 'Set Championship']"
10/27/2024 8:00 PM CEST,Sunday Lorcana League,https://melee.gg/Tournament/View/163516,"116 East Glenwood AvenueSuite CSmyrna, DE 19977US",https://www.google.com/maps/dir/?api=1&destination=116%20East%20Glenwood%20Avenue%2C%20Smyrna%2C%20DE%2019977,Safari Zone Collectibles,Registration,Open Registration,,0,"['Disney Lorcana', 'Tabletop']"
10/27/2024 7:30 PM CEST,Lorcana @ Lobos,https://melee.gg/Tournament/View/157633,"1921 e colonial drorlando, florida 32803US",https://www.google.com/maps/dir/?api=1&destination=1921%20e%20colonial%20dr%2C%20orlando%2C%20florida%2032803,LoboCards,Registration,Open Registration,,0,"['Disney Lorcana', 'Tabletop']"
10/27/2024 7:30 PM CEST,Weekly Tournament,https://melee.gg/Tournament/View/164628,"3500 S MeridianSouth Hill Mall, Suite 976Puyallup, WA 98373US",https://www.google.com/maps/dir/?api=1&destination=3500%20S%20Meridian%2C%20Puyallup%2C%20WA%2098373,game ON!,Registration,Open Registration,,0,"['Disney Lorcana', 'Tabletop', 'Weekly Play']"
10/27/2024 7:30 PM CEST,Lorcana Shimmering Skies League Round 3 Week 4 Draft,https://melee.gg/Tournament/View/164650,"111 North Barron StreetEaton, OH 45320US",https://www.google.com/maps/dir/?api=1&destination=111%20North%20Barron%20Street%2C%20Eaton%2C%20OH%2045320,Darkhold Games,Registration,Invite Only,,0,"['Disney Lorcana', 'Tabletop']"
10/27/2024 7:00 PM CEST,Lorcana League - Shimmering Skies,https://melee.gg/Tournament/View/135431,"201 S Main StreetNorth Syracuse, NY 13212US",https://www.google.com/maps/dir/?api=1&destination=201%20S%20Main%20Street%2C%20North%20Syracuse%2C%20NY%2013212,Dame Games,Registration,Open Registration,,0,"['Free Form', 'Disney Lorcana', 'Tabletop']"
10/27/2024 7:00 PM CEST,Disney Lorcana: Shimmering Skies Championship,https://melee.gg/Tournament/View/143530,"16639 Washington StreetBroomfield, CO 80023US",https://www.google.com/maps/dir/?api=1&destination=16639%20Washington%20Street%2C%20Broomfield%2C%20CO%2080023,Do Gooder Games Cafe,Registration,Invite Only,,14,"['Core', 'Disney Lorcana', 'Tabletop', 'Set Championship']"
10/27/2024 7:00 PM CEST,Shimmering Skies Set Championship,https://melee.gg/Tournament/View/144845,"181 Plaza LaneOxford, Al 36203",https://www.google.com/maps/dir/?api=1&destination=181%20Plaza%20Lane%2C%20Oxford%2C%20Al%2036203,Oxford Gaming Center,Registration,Open Registration,$20.00 + $2.19,0,"['Core', 'Disney Lorcana', 'Tabletop', 'Set Championship']"
10/27/2024 7:00 PM CEST,Shimmering Skies Championship,https://melee.gg/Tournament/View/145017,"3015 Utah Avenue SouthSt. Louis Park, MN 55426US",https://www.google.com/maps/dir/?api=1&destination=3015%20Utah%20Avenue%20South%2C%20St.%20Louis%20Park%2C%20MN%2055426,Dreamers Vault Games Saint Louis Park,Registration,Open Registration,,7,"['Core', 'Disney Lorcana', 'Tabletop']"
10/27/2024 7:00 PM CEST,Shimmering Skies Championship - Turlock,https://melee.gg/Tournament/View/146480,"2717 Geer RoadTurlock, CA 95382US",https://www.google.com/maps/dir/?api=1&destination=2717%20Geer%20Road%2C%20Turlock%2C%20CA%2095382,Turlock Comics,Registration,Invite Only,,0,"['Core', 'Disney Lorcana', 'Tabletop', 'Set Championship']"
10/27/2024 7:00 PM CEST,Shimmering Skies Championship,https://melee.gg/Tournament/View/147181,"1171 Homestead Rd#170Santa Clara, Ca 95050US",https://www.google.com/maps/dir/?api=1&destination=1171%20Homestead%20Rd%2C%20Santa%20Clara%2C%20Ca%2095050,Card Shop Live,Registration,Open Registration,,7,"['Core', 'Disney Lorcana', 'Tabletop', 'Set Championship']"
10/27/2024 7:00 PM CEST,Disney Lorcana Shimmering Skies Championship Tournament 10/27/24,https://melee.gg/Tournament/View/147358,"4501 Southern Hills DriveSuite #23Sioux City, IA 51106US",https://www.google.com/maps/dir/?api=1&destination=4501%20Southern%20Hills%20Drive%20%2C%20Sioux%20City%2C%20IA%2051106,StarFighter Comics,Registration,Open Registration,,12,"['Disney Lorcana', 'Tabletop', 'Set Championship']"
10/27/2024 7:00 PM CEST,Heroic Dreams - Weekly League,https://melee.gg/Tournament/View/147379,"417 Kingston RoadPickering, ON L1V 1A3CA",https://www.google.com/maps/dir/?api=1&destination=417%20Kingston%20Road%2C%20Pickering%2C%20ON%20L1V%201A3,Heroic Dreams,Registration,Open Registration,,0,"['Disney Lorcana', 'Tabletop']"
10/27/2024 7:00 PM CEST,Shimmering Skies Championship,https://melee.gg/Tournament/View/148036,"1859 Troup HighwayTyler, TX 75701US",https://www.google.com/maps/dir/?api=1&destination=1859%20Troup%20Highway%2C%20Tyler%2C%20TX%2075701,Geek World Games LLC,Registration,Open Registration,,3,"['Core', 'Disney Lorcana', 'Tabletop']"
10/27/2024 7:00 PM CEST,Shimmering Skies Championship,https://melee.gg/Tournament/View/148922,"3 Crestview PlazaJacksonville, AR 72076US",https://www.google.com/maps/dir/?api=1&destination=3%20Crestview%20Plaza%2C%20Jacksonville%2C%20AR%2072076,"D2 Comics and More, LLC",Registration,Open Registration,,28,"['Core', 'Disney Lorcana', 'Tabletop']"
10/27/2024 7:00 PM CEST,Shimmering Skies Championship Event,https://melee.gg/Tournament/View/149250,"501 7th StCharleston, Illinois 61920US",https://www.google.com/maps/dir/?api=1&destination=501%207th%20St%2C%20Charleston%2C%20Illinois%2061920,Sirius Unbound,Registration,Open Registration,,14,"['Core', 'Disney Lorcana', 'Tabletop', 'Set Championship']"
10/27/2024 7:00 PM CEST,Shimmering Skies Set Championship,https://melee.gg/Tournament/View/149500,"12021 Memorial Parkway SESuite CHuntsville, Alabama 35803US",https://www.google.com/maps/dir/?api=1&destination=12021%20Memorial%20Parkway%20SE%2C%20Huntsville%2C%20Alabama%2035803,Lucky Dice Games LLC,Registration,Open Registration,,12,"['Core', 'Disney Lorcana', 'Tabletop']"
10/27/2024 7:00 PM CEST,Shimmering Skies Championship,https://melee.gg/Tournament/View/149790,"3317 Dr. M.L.K. Jr BlvdNew Bern, North Carolina 28562US",https://www.google.com/maps/dir/?api=1&destination=3317%20Dr.%20M.L.K.%20Jr%20Blvd%2C%20New%20Bern%2C%20North%20Carolina%2028562,The Casual Nerd LLC,Registration,Open Registration,,5,['Disney Lorcana']
10/27/2024 7:00 PM CEST,Shimmering Skies Set Championship,https://melee.gg/Tournament/View/150018,"1923 Madison StSuite GClarksville, TN 37043US",https://www.google.com/maps/dir/?api=1&destination=1923%20Madison%20St%2C%20Clarksville%2C%20TN%2037043,Natural 20 Works,Registration,Invite Only,,8,"['Core', 'Disney Lorcana', 'Tabletop']"
10/27/2024 7:00 PM CEST,Baseball and Games Shimmering Skies Championship,https://melee.gg/Tournament/View/150079,"United States,US",https://www.google.com/maps/dir/?api=1&destination=United%20States%2C%20null%2C%20null%20null,Baseball & Games,Registration,Open Registration,,14,"['Core', 'Disney Lorcana', 'Tabletop']"
10/27/2024 7:00 PM CEST,Disney Lorcana: Shimmering Skies Store Championship,https://melee.gg/Tournament/View/151672,"1531 4th Street SWMason City, IA 50401US",https://www.google.com/maps/dir/?api=1&destination=1531%204th%20Street%20SW%2C%20Mason%20City%2C%20IA%2050401,Now & Then Collectibles,Registration,Open Registration,,7,"['Core', 'Disney Lorcana', 'Tabletop']"
10/27/2024 7:00 PM CEST,The Eldritch Bastion Shimmering Skies Store Championship,https://melee.gg/Tournament/View/151749,"52 West Main StreetAshland, OH 44805US",https://www.google.com/maps/dir/?api=1&destination=52%20West%20Main%20Street%2C%20Ashland%2C%20OH%2044805,The Eldritch Bastion,Registration,Open Registration,,2,"['Core', 'Disney Lorcana', 'Tabletop', 'Set Championship']"
10/27/2024 7:00 PM CEST,Lorcana Shimmering Skies Championship,https://melee.gg/Tournament/View/152070,"1400 Charles BlvdSuite 130Greenville, NC 27858US",https://www.google.com/maps/dir/?api=1&destination=1400%20Charles%20Blvd%2C%20Greenville%2C%20NC%2027858,Well Played Games,Registration,Open Registration,,6,"['Core', 'Disney Lorcana', 'Tabletop']"
10/27/2024 7:00 PM CEST,Shimmering Skies Championship,https://melee.gg/Tournament/View/154184,"505 S State StBelvidere, IL 61008US",https://www.google.com/maps/dir/?api=1&destination=505%20S%20State%20St%2C%20Belvidere%2C%20IL%2061008,CT's Hobbies,Registration,Open Registration,,12,"['Disney Lorcana', 'Tabletop', 'Set Championship']"
10/27/2024 7:00 PM CEST,Lorcana Shimmering Skies Championship,https://melee.gg/Tournament/View/154220,"6560 Lake Worth BlvdSuite 300Lake Worth, TX 76135US",https://www.google.com/maps/dir/?api=1&destination=6560%20Lake%20Worth%20Blvd%2C%20Lake%20Worth%2C%20TX%2076135,Sci Fi Factory Lake Worth,Registration,Open Registration,,13,"['Disney Lorcana', 'Tabletop']"
10/27/2024 7:00 PM CEST,Shimmering Skies Championship,https://melee.gg/Tournament/View/154274,"Av. Paseo de las Pitahayas13. Local 7, 8 y 9El Marqués, Querétaro 76269MX",https://www.google.com/maps/dir/?api=1&destination=Av.%20Paseo%20de%20las%20Pitahayas%20%2C%20El%20Marqu%C3%A9s%2C%20Quer%C3%A9taro%2076269,The Pub Game Store Querétaro Zibatá,Registration,Open Registration,,0,"['Disney Lorcana', 'Tabletop', 'Set Championship']"
10/27/2024 7:00 PM CEST,Irvine Lorcana Shimmering Skies Championship Tournament,https://melee.gg/Tournament/View/154331,"517b Spectrum Center DrIrvine, CA 92618US",https://www.google.com/maps/dir/?api=1&destination=517b%20Spectrum%20Center%20Dr%2C%20Irvine%2C%20CA%2092618,"The Game Chest, Inc",Registration,Invite Only,,0,"['Core', 'Disney Lorcana', 'Tabletop', 'Set Championship']"
10/27/2024 7:00 PM CEST,"Mission: Board Games, Missouri - Shimmering Skies Championship",https://melee.gg/Tournament/View/154342,"7751 Nw Prairie View RoadKansas City, MO 64151US",https://www.google.com/maps/dir/?api=1&destination=7751%20Nw%20Prairie%20View%20Road%2C%20Kansas%20City%2C%20MO%2064151,Mission: Board Games - KC North,Registration,Open Registration,,2,"['Core', 'Disney Lorcana', 'Tabletop']"
10/27/2024 7:00 PM CEST,Shimmering Skies Lorcana Championship TCG STADIUM,https://melee.gg/Tournament/View/157028,"BELLA VISTA 207 COLONIA LINDA VISTA2 PISOGUADALUPE, NUEVO LEON 67130MX",https://www.google.com/maps/dir/?api=1&destination=BELLA%20VISTA%20207%20COLONIA%20LINDA%20VISTA%2C%20GUADALUPE%2C%20NUEVO%20LEON%2067130%20,TCG STADIUM MONTERREY,Registration,Open Registration,,29,"['Core', 'Disney Lorcana', 'Tabletop']"
10/27/2024 7:00 PM CEST,Seattle - SUN 11 AM Villainous,https://melee.gg/Tournament/View/160905,"705 Pike StreetSeattle, WA 98101US",https://www.google.com/maps/dir/?api=1&destination=705%20Pike%20Street%2C%20Seattle%2C%20WA%2098101,PPG Event Management,Registration,Open Registration,$12.00 + $1.51,0,"['Free Form', 'Disney Lorcana', 'Tabletop']"
10/27/2024 7:00 PM CEST,Level up Shimmering Skies Set Championship,https://melee.gg/Tournament/View/161343,"9315 Kingston PikeSTE 9335Knoxville, TN 37922US",https://www.google.com/maps/dir/?api=1&destination=9315%20Kingston%20Pike%2C%20Knoxville%2C%20TN%2037922,Level Up Games and Hobbies,Registration,Open Registration,,14,"['Core', 'Disney Lorcana', 'Tabletop', 'Set Championship']"
10/27/2024 7:00 PM CEST,Vaughan Events - Sunday - Disney Lorcana! Challenge,https://melee.gg/Tournament/View/164065,"7700 Keele StUnit 6BVaughan, ON L4K 2A1CA",https://www.google.com/maps/dir/?api=1&destination=7700%20Keele%20St%2C%20Vaughan%2C%20ON%20L4K%202A1,401 Games,Registration,Open Registration,,0,"['Disney Lorcana', 'Tabletop']"
10/27/2024 7:00 PM CEST,Blast Off Gaming Constructed,https://melee.gg/Tournament/View/164187,"4801 Outer LoopA-240Louisville, Kentucky 40219US",https://www.google.com/maps/dir/?api=1&destination=4801%20Outer%20Loop%2C%20Louisville%2C%20Kentucky%2040219,Blast Off Gaming Incorporated,Registration,Open Registration,,0,['Disney Lorcana']
10/27/2024 7:00 PM CEST,Lorcana Constructed Deck Event,https://melee.gg/Tournament/View/164582,"1342 Irving StreetSan Francisco, CA 94122US",https://www.google.com/maps/dir/?api=1&destination=1342%20Irving%20Street%2C%20San%20Francisco%2C%20CA%2094122,The Game Parlour,Registration,Open Registration,,0,"['Disney Lorcana', 'Tabletop']"
10/27/2024 7:00 PM CEST,Gem Mint Cards Disney Lorcana Standard Play 10/27/24,https://melee.gg/Tournament/View/169505,"502 N Spring Garden AvenueSuite 5DeLand, FL 32720US",https://www.google.com/maps/dir/?api=1&destination=502%20N%20Spring%20Garden%20Avenue%2C%20DeLand%2C%20FL%2032720,Gem Mint Cards,Registration,Open Registration,,0,"['Disney Lorcana', 'Tabletop']"
10/27/2024 6:30 PM CEST,Games of Concord's Shimmering Skies Championship,https://melee.gg/Tournament/View/151193,"4425J Treat BlvdSuite JConcord, CA 94519US",https://www.google.com/maps/dir/?api=1&destination=4425J%20Treat%20Blvd%2C%20Concord%2C%20CA%2094519,Games of Concord,Registration,Open Registration,,4,"['Core', 'Disney Lorcana', 'Tabletop']"
10/27/2024 6:30 PM CEST,Shimmering Skies Store Championship,https://melee.gg/Tournament/View/151752,"6260 Cypress Gardens Boulevard SEWinter Haven, FL 33884US",https://www.google.com/maps/dir/?api=1&destination=6260%20Cypress%20Gardens%20Boulevard%20SE%2C%20Winter%20Haven%2C%20FL%2033884,Doombrowski Games & Comics,Registration,Open Registration,,16,"['Core', 'Disney Lorcana', 'Tabletop']"
10/27/2024 6:30 PM CEST,Shimmering Skies Championship Tucson Mall,https://melee.gg/Tournament/View/152111,"4500 N Oracle RdTucson, AZ 85705US",https://www.google.com/maps/dir/?api=1&destination=4500%20N%20Oracle%20Rd%2C%20Tucson%2C%20AZ%2085705,Tucson Game and Gadgets TM,Registration,Open Registration,,17,"['Core', 'Disney Lorcana', 'Tabletop', 'Set Championship']"
10/27/2024 6:30 PM CEST,Shimmering Skies Championship,https://melee.gg/Tournament/View/155054,"1911 Lejeune BoulevardSte DJacksonville, NC 28546US",https://www.google.com/maps/dir/?api=1&destination=1911%20Lejeune%20Boulevard%2C%20Jacksonville%2C%20NC%2028546,Dimensions Gaming,Registration,Invite Only,,8,"['Core', 'Disney Lorcana', 'Tabletop']"
10/27/2024 6:30 PM CEST,Disney Lorcana Casual Tournament (10/27/2024),https://melee.gg/Tournament/View/163120,"1244 Middle Country RoadSelden, NY 11784US",https://www.google.com/maps/dir/?api=1&destination=1244%20Middle%20Country%20Road%2C%20Selden%2C%20NY%2011784,Brothers Grim Games,Registration,Open Registration,,0,"['Disney Lorcana', 'Tabletop', 'Weekly Play']"
10/27/2024 6:30 PM CEST,10-27-2024 Sunday,https://melee.gg/Tournament/View/168563,"5960 Angola RoadSuite 2Toledo, OH 43615US",https://www.google.com/maps/dir/?api=1&destination=5960%20Angola%20Road%2C%20Toledo%2C%20OH%2043615,Refined Gaming LLC,Registration,Invite Only,,0,"['Disney Lorcana', 'Tabletop']"
10/27/2024 6:30 PM CEST,Shimmering Skies Store Championship,https://melee.gg/Tournament/View/169610,"1113 N Eastman RdKingsport, TN 37664",https://www.google.com/maps/dir/?api=1&destination=1113%20N%20Eastman%20Rd%2C%20Kingsport%2C%20TN%2037664,Cardboard Shuffle,Registration,Open Registration,,1,"['Disney Lorcana', 'Tabletop']"
10/27/2024 6:00 PM CEST,Shimmering Skies Championship JECHT STORE,https://melee.gg/Tournament/View/145421,"1366 Av. de la PazN/AGuadalajara, Jalisco 44160MX",https://www.google.com/maps/dir/?api=1&destination=1366%20Av.%20de%20la%20Paz%2C%20Guadalajara%2C%20Jalisco%2044160,Jecht Store,Registration,Open Registration,,7,"['Core', 'Disney Lorcana', 'Tabletop', 'Set Championship']"
10/27/2024 6:00 PM CEST,Shimmering Skies Championship,https://melee.gg/Tournament/View/145521,"1224 Main StreetHamilton, OH 45013US",https://www.google.com/maps/dir/?api=1&destination=1224%20Main%20Street%2C%20Hamilton%2C%20OH%2045013,The Illuminaudi,Registration,Open Registration,,3,"['Core', 'Disney Lorcana', 'Tabletop']"
10/27/2024 6:00 PM CEST,Shimmering Skies Championship,https://melee.gg/Tournament/View/147154,"1235 Upper Front StSuite 3Binghamton, NY 13905US",https://www.google.com/maps/dir/?api=1&destination=1235%20Upper%20Front%20St%2C%20Binghamton%2C%20NY%2013905,Dragon Master Games,Registration,Open Registration,,2,"['Core', 'Disney Lorcana', 'Tabletop']"
10/27/2024 6:00 PM CEST,Shimmering Skies Championship,https://melee.gg/Tournament/View/147186,"1809 E Parker RdSuite AJonesboro, AR 72404US",https://www.google.com/maps/dir/?api=1&destination=1809%20E%20Parker%20Rd%2C%20Jonesboro%2C%20AR%2072404,Gamers' Haven LLC,Registration,Invite Only,,18,"['Core', 'Disney Lorcana', 'Tabletop', 'Set Championship']"
10/27/2024 6:00 PM CEST,Shimmering Skies Championship,https://melee.gg/Tournament/View/148932,"205 East Broadway AvenueHopewell, VA 23860US",https://www.google.com/maps/dir/?api=1&destination=205%20East%20Broadway%20Avenue%2C%20Hopewell%2C%20VA%2023860,The Time Capsule,Registration,Open Registration,,18,"['Core', 'Disney Lorcana', 'Tabletop', 'Set Championship']"
10/27/2024 6:00 PM CEST,The Deck Box Shimmering Skies Lorcana League (week 9),https://melee.gg/Tournament/View/149124,"3049 Hendersonville RdSuite 30Fletcher, NC 28732US",https://www.google.com/maps/dir/?api=1&destination=3049%20Hendersonville%20Rd%2C%20Fletcher%2C%20NC%2028732,The Deck Box,Registration,Open Registration,,0,"['Disney Lorcana', 'Tabletop', 'Weekly Play']"
10/27/2024 6:00 PM CEST,Shimmering Skies Store Championship,https://melee.gg/Tournament/View/149587,"6222 S Congress AveE2Lantana, FL 33462US",https://www.google.com/maps/dir/?api=1&destination=6222%20S%20Congress%20Ave%2C%20Lantana%2C%20FL%2033462,Prodigy Games,Registration,Open Registration,,0,"['Disney Lorcana', 'Tabletop', 'Set Championship']"
10/27/2024 6:00 PM CEST,RHCG Shimmering Skies Store Championship,https://melee.gg/Tournament/View/149870,"110 Anderson Road NorthSte 116Rock Hill, SC 29730US",https://www.google.com/maps/dir/?api=1&destination=110%20Anderson%20Road%20North%2C%20Rock%20Hill%2C%20SC%2029730,Rock Hill Comics and Games,Registration,Open Registration,,23,"['Disney Lorcana', 'Tabletop', 'Set Championship']"
10/27/2024 6:00 PM CEST,Shimmering Skies Championship,https://melee.gg/Tournament/View/151364,"7637b N Milwaukee AveUnit ANiles, IL 60714US",https://www.google.com/maps/dir/?api=1&destination=7637b%20N%20Milwaukee%20Ave%2C%20Niles%2C%20IL%2060714,Perfect Circle Games,Registration,Open Registration,,27,"['Core', 'Disney Lorcana', 'Tabletop', 'Set Championship']"
10/27/2024 6:00 PM CEST,Shimmering Skies Championship,https://melee.gg/Tournament/View/151617,"565 Beville RoadSouth Daytona, FL 32119US",https://www.google.com/maps/dir/?api=1&destination=565%20Beville%20Road%2C%20South%20Daytona%2C%20FL%2032119,Trading Card Attic,Registration,Open Registration,$20.00 + $2.19,4,"['Core', 'Disney Lorcana', 'Tabletop']"
