date,name,event,location,location_link,organizer,status,reg_type,entry_fee,players,tags
11/08/2024 12:30 AM CEST,Les Jeudis Casual,https://melee.gg/Tournament/View/169052,"185 Rue HériotDrummondville, QC J2C 1J9CA",https://www.google.com/maps/dir/?api=1&destination=185%20Rue%20H%C3%A9riot%2C%20Drummondville%2C%20QC%20J2C%201J9,JokerPubDrummond,Registration,Open Registration,,0,"['Disney Lorcana', 'Tabletop', 'Weekly Play']"
11/08/2024 12:00 AM CEST,Empire Games Lorcana Thursday Open Play League,https://melee.gg/Tournament/View/150577,"118 N Mcduffie St118 N McDuffie StAnderson, SC 29621US",https://www.google.com/maps/dir/?api=1&destination=118%20N%20Mcduffie%20St%2C%20Anderson%2C%20SC%2029621,Empire Games,Registration,Open Registration,,0,"['Free Form', 'Disney Lorcana', 'Weekly Play']"
11/08/2024 12:00 AM CEST,Lorcana League,https://melee.gg/Tournament/View/158824,"1055 North Bechtle AvenueSpringfield, OH 45504US",https://www.google.com/maps/dir/?api=1&destination=1055%20North%20Bechtle%20Avenue%2C%20Springfield%2C%20OH%2045504,Champion City Video Games LLP,Registration,Open Registration,,0,"['Disney Lorcana', 'Tabletop']"
11/08/2024 12:00 AM CEST,PTG Lorcana Season 5 Round 3 Week 1,https://melee.gg/Tournament/View/163494,"3076 Riverside DriveMacon, GA 31210US",https://www.google.com/maps/dir/?api=1&destination=3076%20Riverside%20Drive%2C%20Macon%2C%20GA%2031210,Prime Time Gaming,Registration,Open Registration,,0,"['Core', 'Disney Lorcana', 'Tabletop']"
11/07/2024 11:30 PM CEST,Lorcana League Season 05 Round 03: Week 03,https://melee.gg/Tournament/View/162880,"3500 Kempt RdSuite 104Halifax, NS B3K 4X8CA",https://www.google.com/maps/dir/?api=1&destination=3500%20Kempt%20Rd%2C%20Halifax%2C%20NS%20B3K%204X8,Strictly Singles Sportscards,Registration,Open Registration,,1,"['Disney Lorcana', 'Tabletop']"
11/07/2024 7:45 PM CEST,Tournoi Construit Lorcana 07/11,https://melee.gg/Tournament/View/169244,"13 rue carnotMorlaix, Finistere 29600FR",https://www.google.com/maps/dir/?api=1&destination=13%20rue%20carnot%2C%20Morlaix%2C%20Finistere%2029600,Manga No Tengoku,Registration,Open Registration,,0,"['Disney Lorcana', 'Tabletop', 'Weekly Play']"
11/07/2024 7:30 PM CEST,Casual Lorcana,https://melee.gg/Tournament/View/154409,"63-67 High StreetLondon, London CR0 1QEGB",https://www.google.com/maps/dir/?api=1&destination=63-67%20High%20Street%2C%20London%2C%20London%20CR0%201QE,The Ludoquist,Registration,Open Registration,,0,"['Disney Lorcana', 'Tabletop', 'Weekly Play']"
11/07/2024 7:00 PM CEST,The Best MF Tournament of Lorcana (Swiss),https://melee.gg/Tournament/View/120879,"Roelof Hartstraat 80Amsterdam, NH 1071VMNL",https://www.google.com/maps/dir/?api=1&destination=Roelof%20Hartstraat%2080%2C%20Amsterdam%2C%20NH%201071VM,Friends & Foes Amsterdam,Registration,Open Registration,,1,"['Core', 'Disney Lorcana', 'Tabletop']"
11/07/2024 6:30 PM CEST,Street Rat,https://melee.gg/Tournament/View/168853,"Vughterstraat 5656's Hertogenbosch, NB 5211GKNL",https://www.google.com/maps/dir/?api=1&destination=Vughterstraat%2056%2C%20's%20Hertogenbosch%2C%20NB%205211GK,De Dobbelsteen,Registration,Open Registration,,0,"['Disney Lorcana', 'Tabletop', 'Weekly Play']"
11/07/2024 9:00 AM CEST,2024-11-07 Ozzie Collectables Thursday Lorcana Locals,https://melee.gg/Tournament/View/163935,"2A/50 Princes HwyEumemmering, Vic 3177AU",https://www.google.com/maps/dir/?api=1&destination=2A%2F50%20Princes%20Hwy%2C%20Eumemmering%2C%20Vic%203177,Ozzie Collectables,Registration,Open Registration,,0,"['Disney Lorcana', 'Tabletop']"
11/07/2024 2:30 AM CEST,IRL Cards Lorcana Locals 11-06,https://melee.gg/Tournament/View/165104,"4444 E Grant RdSuite 115Tucson, AZ 85712US",https://www.google.com/maps/dir/?api=1&destination=4444%20E%20Grant%20Rd%2C%20Tucson%2C%20AZ%2085712,IRL Cards,Registration,Open Registration,,0,"['Disney Lorcana', 'Tabletop']"
11/07/2024 2:30 AM CEST,Shimmering Skies League - Round 3 Week 4,https://melee.gg/Tournament/View/169554,"3245 West 7800 SouthWest Jordan, Utah 84088US",https://www.google.com/maps/dir/?api=1&destination=3245%20West%207800%20South%2C%20West%20Jordan%2C%20Utah%2084088,Game Haven West Jordan,Registration,Open Registration,,0,"['Disney Lorcana', 'Tabletop', 'Weekly Play']"
11/07/2024 2:00 AM CEST,Game Nerdz Mesquite Weekly Lorcana Tournament,https://melee.gg/Tournament/View/159641,"1425 Gross Road #102Mesquite, TX 75149US",https://www.google.com/maps/dir/?api=1&destination=1425%20Gross%20Road%20%23102%2C%20Mesquite%2C%20TX%2075149,Game Nerdz,Registration,Open Registration,,0,"['Disney Lorcana', 'Tabletop']"
11/07/2024 2:00 AM CEST,Wednesday Night Lorcana,https://melee.gg/Tournament/View/162792,"5560 W Broadway AveNew Hope, MN 55428US",https://www.google.com/maps/dir/?api=1&destination=5560%20W%20Broadway%20Ave%2C%20New%20Hope%2C%20MN%2055428,TABLE TOP TOURNAMENTS,Registration,Open Registration,,0,"['Disney Lorcana', 'Tabletop']"
11/07/2024 1:30 AM CEST,Weekly Lorcana Tournament,https://melee.gg/Tournament/View/144427,"1509 Texas AveLubbock, TX 79414US",https://www.google.com/maps/dir/?api=1&destination=1509%20Texas%20Ave%2C%20Lubbock%2C%20TX%2079414,Mad Hatter's House of Games,Registration,Open Registration,,0,"['Free Form', 'Disney Lorcana', 'Tabletop', 'Weekly Play']"
11/07/2024 1:00 AM CEST,Weekly Lorcana at Tabletop Gaming Center,https://melee.gg/Tournament/View/150772,"741 New Britain AveNewington, CT 06111US",https://www.google.com/maps/dir/?api=1&destination=741%20New%20Britain%20Ave%2C%20Newington%2C%20CT%2006111,Tabletop Gaming Center,Registration,Open Registration,,0,"['Disney Lorcana', 'Tabletop']"
11/07/2024 12:00 AM CEST,Lorcana Weekly Constructed Week 13,https://melee.gg/Tournament/View/157488,"7991 Broadview RoadBroadview Heights, OH 44147US",https://www.google.com/maps/dir/?api=1&destination=7991%20Broadview%20Road%2C%20Broadview%20Heights%2C%20OH%2044147,Gold & Glory Gaming,Registration,Open Registration,,0,"['Core', 'Disney Lorcana', 'Tabletop']"
11/06/2024 9:00 PM CEST,Disney Lorcana Lega settimanale Girone 3 Tappa 4/4 - Game Firenze,https://melee.gg/Tournament/View/165912,"via Francesco Baracca 168/RFirenze, Toscana 50127IT",https://www.google.com/maps/dir/?api=1&destination=via%20Francesco%20Baracca%20168%2FR%2C%20Firenze%2C%20Toscana%2050127,Game srl,Registration,Open Registration,,0,"['Disney Lorcana', 'Tabletop']"
11/06/2024 8:30 PM CEST,Lorcana: Weekly Tournament,https://melee.gg/Tournament/View/166630,"Corso Buenos Aires 10RGenova, GE 16129IT",https://www.google.com/maps/dir/?api=1&destination=Corso%20Buenos%20Aires%2010R%2C%20Genova%2C%20GE%2016129,Arcadia Comics And Games Genova,Registration,Open Registration,,0,"['Disney Lorcana', 'Tabletop', 'Weekly Play']"
11/06/2024 7:30 PM CEST,Core Constructed,https://melee.gg/Tournament/View/167101,"Rotterdamseweg 370A-9Delft, ZH 2629HGNL",https://www.google.com/maps/dir/?api=1&destination=Rotterdamseweg%20370A-9%2C%20Delft%2C%20ZH%202629HG,Spellenwinkel.nl,Registration,Open Registration,,0,"['Disney Lorcana', 'Tabletop']"
11/06/2024 5:30 PM CEST,Manaquelle Luminari,https://melee.gg/Tournament/View/165359,"Theodor-Storm-Straße 35Bad Segeberg, Schleswig-Holstein 23795DE",https://www.google.com/maps/dir/?api=1&destination=Theodor-Storm-Stra%C3%9Fe%2035%2C%20Bad%20Segeberg%2C%20Schleswig-Holstein%2023795,Manaquelle (Broberg & Meyer GbR),Registration,Open Registration,,0,"['Disney Lorcana', 'Tabletop', 'Weekly Play']"
11/06/2024 5:30 PM CEST,Shimmering Skies Weekly Constructed Liga  (10/12),https://melee.gg/Tournament/View/167803,"Daimlerstr. 10Bardowick, Niedersachen 21357DE",https://www.google.com/maps/dir/?api=1&destination=Daimlerstr.%2010%2C%20Bardowick%2C%20Niedersachen%2021357,Fantasy-Kontor,Registration,Open Registration,,0,"['Core', 'Disney Lorcana', 'Tabletop']"
11/06/2024 8:45 AM CEST,General Games Chirnside Lorcana Locals 6/11/24,https://melee.gg/Tournament/View/169831,"Shopping Centre, shop 5b/239 Maroondah HwyChirnside Park, Victoria 3116AU",https://www.google.com/maps/dir/?api=1&destination=Shopping%20Centre%2C%20shop%205b%2F239%20Maroondah%20Hwy%2C%20Chirnside%20Park%2C%20Victoria%203116,General Games Chirnside Park,Registration,Open Registration,,0,"['Disney Lorcana', 'Tabletop', 'Weekly Play']"
11/06/2024 6:00 AM CEST,Lorcana Mittwochs Turnier in Hagen,https://melee.gg/Tournament/View/168776,"Berliner Straße 139Hagen, NW 58135DE",https://www.google.com/maps/dir/?api=1&destination=Berliner%20Stra%C3%9Fe%20139%2C%20Hagen%2C%20NW%2058135,Linnerts Tabletop Circus,Registration,Open Registration,,0,"['Core', 'Disney Lorcana', 'Tabletop']"
11/06/2024 4:30 AM CEST,Krazy Tuesday Night Lorcana,https://melee.gg/Tournament/View/149635,"13327 Artesia BlvdCerritos, CA 90703US",https://www.google.com/maps/dir/?api=1&destination=13327%20Artesia%20Blvd%2C%20Cerritos%2C%20CA%2090703,Krazy Nicks Games,Registration,Open Registration,,0,"['Core', 'Disney Lorcana', 'Tabletop', 'Weekly Play']"
11/06/2024 3:15 AM CEST,Tuesday Lorcana,https://melee.gg/Tournament/View/166167,"230 S Oregon StOntario, OR 97914US",https://www.google.com/maps/dir/?api=1&destination=230%20S%20Oregon%20St%2C%20Ontario%2C%20OR%2097914,ProSoul Games,Registration,Open Registration,,0,"['Disney Lorcana', 'Tabletop']"
11/06/2024 2:00 AM CEST,Shimmering Skies 3.4,https://melee.gg/Tournament/View/169619,"1113 N Eastman RdKingsport, TN 37664",https://www.google.com/maps/dir/?api=1&destination=1113%20N%20Eastman%20Rd%2C%20Kingsport%2C%20TN%2037664,Cardboard Shuffle,Registration,Open Registration,,0,"['Disney Lorcana', 'Tabletop']"
11/06/2024 1:00 AM CEST,Shimmering Skies Round 3 Game 3,https://melee.gg/Tournament/View/152328,"30 W Montgomery XrdSuite BSavannah, GA 31406US",https://www.google.com/maps/dir/?api=1&destination=30%20W%20Montgomery%20Xrd%2C%20Savannah%2C%20GA%2031406,Morningstar Games,Registration,Open Registration,$15.00 + $1.76,0,"['Disney Lorcana', 'Tabletop']"
11/06/2024 1:00 AM CEST,Game 3 Tuesday Locals,https://melee.gg/Tournament/View/163368,"2828 Kingsway DrOakville, ON L6J 7M2CA",https://www.google.com/maps/dir/?api=1&destination=2828%20Kingsway%20Dr%2C%20Oakville%2C%20ON%20L6J%207M2,Game 3 TCG & Hobby,Registration,Open Registration,,0,"['Disney Lorcana', 'Tabletop']"
11/06/2024 1:00 AM CEST,Tuesday Weekly Constructed,https://melee.gg/Tournament/View/168640,"367 Russell StHadley, MA 01035US",https://www.google.com/maps/dir/?api=1&destination=367%20Russell%20St%2C%20Hadley%2C%20MA%2001035,X9 Games,Registration,Open Registration,,0,"['Disney Lorcana', 'Tabletop']"
11/06/2024 12:30 AM CEST,Tuesday Lorcana League Play,https://melee.gg/Tournament/View/166131,"521-525 S 5th StPhiladelphia, PA 19147US",https://www.google.com/maps/dir/?api=1&destination=521-525%20S%205th%20St%2C%20Philadelphia%2C%20PA%2019147,Philly Game Shop,Registration,Open Registration,,0,"['Disney Lorcana', 'Tabletop', 'Weekly Play']"
11/06/2024 12:30 AM CEST,11.5.2024 Tuesday Lorcana Weekly at Top Deck Games,https://melee.gg/Tournament/View/168416,"1400 Haddonfield-Berlin RoadSTE 100Cherry Hill, NJ 08003US",https://www.google.com/maps/dir/?api=1&destination=1400%20Haddonfield-Berlin%20Road%2C%20Cherry%20Hill%2C%20NJ%2008003,Top Deck Games,Registration,Open Registration,,0,"['Core', 'Disney Lorcana', 'Tabletop', 'Weekly Play']"
11/06/2024 12:30 AM CEST,Shimmering Skies League - R3 W3,https://melee.gg/Tournament/View/170076,"2854a Wade Hampton BlvdTaylors, South Carolina 29640US",https://www.google.com/maps/dir/?api=1&destination=2854a%20Wade%20Hampton%20Blvd%2C%20Taylors%2C%20South%20Carolina%2029640,Game Kastle Lorcana Greenville,Registration,Invite Only,,0,['Disney Lorcana']
11/06/2024 12:00 AM CEST,Midgard Lorcana Tuesdays Organized Play,https://melee.gg/Tournament/View/152809,"55 CRYSTAL AVE UNIT 21DERRY, NH 03038-1702US",https://www.google.com/maps/dir/?api=1&destination=55%20CRYSTAL%20AVE%20UNIT%2021%2C%20DERRY%2C%20NH%2003038-1702,Midgard Hobbies and games,Registration,Open Registration,,1,['Disney Lorcana']
11/06/2024 12:00 AM CEST,Lorcana Local Play,https://melee.gg/Tournament/View/158207,"354 King Street NorthTop FloorWaterloo, Ontario N2J 2Z2CA",https://www.google.com/maps/dir/?api=1&destination=354%20King%20Street%20North%2C%20Waterloo%2C%20Ontario%20N2J%202Z2,Atlas Collectables,Registration,Open Registration,,0,"['Disney Lorcana', 'Tabletop', 'Weekly Play']"
11/06/2024 12:00 AM CEST,GYFO - Tues - Shimmering Skies League - Round 3 Week 4,https://melee.gg/Tournament/View/169516,"United States,US",https://www.google.com/maps/dir/?api=1&destination=United%20States%2C%20null%2C%20null%20null,Get Your Fun On,Registration,Open Registration,,0,"['Disney Lorcana', 'Tabletop']"
11/06/2024 12:00 AM CEST,GYFO - Tue - Shimmering Skies - Construct,https://melee.gg/Tournament/View/169543,"United States,US",https://www.google.com/maps/dir/?api=1&destination=United%20States%2C%20null%2C%20null%20null,Get Your Fun On,Registration,Open Registration,,0,"['Disney Lorcana', 'Tabletop']"
11/06/2024 12:00 AM CEST,Shimmering Skies Round 3 - Week 4,https://melee.gg/Tournament/View/169649,,,Fan of the Sport,Registration,Open Registration,,0,"['Disney Lorcana', 'Tabletop']"
11/05/2024 11:30 PM CEST,LORCANA LEAGUE,https://melee.gg/Tournament/View/147506,"214 E High StPottstown, PA 19464US",https://www.google.com/maps/dir/?api=1&destination=214%20E%20High%20St%2C%20Pottstown%2C%20PA%2019464,On The Draw,Registration,Open Registration,,0,"['Disney Lorcana', 'Tabletop']"
11/05/2024 9:15 PM CEST,Standard 051124,https://melee.gg/Tournament/View/163003,"Viale Leonardo Da Vinci 283Rome, RM 00145IT",https://www.google.com/maps/dir/?api=1&destination=Viale%20Leonardo%20Da%20Vinci%20283%2C%20Rome%2C%20RM%2000145,il covo del nerd,Registration,Open Registration,,0,"['Disney Lorcana', 'Tabletop']"
11/05/2024 9:15 PM CEST,Local 05 11,https://melee.gg/Tournament/View/169946,"Via Alessandro Malladra 16Rome, RM 00157IT",https://www.google.com/maps/dir/?api=1&destination=Via%20Alessandro%20Malladra%2016%2C%20Rome%2C%20RM%2000157,Galactus Tiburtina,Registration,Open Registration,,0,"['Disney Lorcana', 'Tabletop']"
11/05/2024 5:00 PM CEST,Jornada 9 Liga Metamorfo,https://melee.gg/Tournament/View/144784,"Calle ilustración 3, Local comercial MetamorfoLocal comercial MetamorfoGetafe, Madrid 28902ES",https://www.google.com/maps/dir/?api=1&destination=Calle%20ilustraci%C3%B3n%203%2C%20Local%20comercial%20Metamorfo%2C%20Getafe%2C%20Madrid%2028902,Metamorfo (Santiago Palacios),Registration,Open Registration,,0,"['Disney Lorcana', 'Tabletop', 'Weekly Play']"
11/05/2024 5:00 PM CEST,Weekly Tuesday - S5 Liga - Termin 3/4 - Bracket 3/3,https://melee.gg/Tournament/View/165485,"Südring 2121Bochum, NW 44787DE",https://www.google.com/maps/dir/?api=1&destination=S%C3%BCdring%2021%2C%20Bochum%2C%20NW%2044787,Highlander Games Bochum e.K.,Registration,Open Registration,,0,"['Disney Lorcana', 'Tabletop', 'Weekly Play']"
11/05/2024 4:00 PM CEST,Disney Lorcana TCG Liga im Game it! (Open Play),https://melee.gg/Tournament/View/169427,"Biegenstr 37c/o Firma Game it SpielwarenMarburg, HE 35037DE",https://www.google.com/maps/dir/?api=1&destination=Biegenstr%2037%2C%20Marburg%2C%20HE%2035037,Game it Spielwaren,Registration,Open Registration,,0,"['Disney Lorcana', 'Tabletop']"
11/05/2024 2:00 PM CEST,Disney Lorcana | Constructed Liga Event,https://melee.gg/Tournament/View/149212,"Königstraße 34Lübeck, Schleswig-Holstein 23552DE",https://www.google.com/maps/dir/?api=1&destination=K%C3%B6nigstra%C3%9Fe%2034%2C%20L%C3%BCbeck%2C%20Schleswig-Holstein%2023552,KEEPSEVEN LGS,Registration,Open Registration,€7.00 + €1.16,0,"['Disney Lorcana', 'Tabletop', 'Weekly Play']"
11/05/2024 4:00 AM CEST,Lorcana Monday,https://melee.gg/Tournament/View/147730,"United States,US",https://www.google.com/maps/dir/?api=1&destination=United%20States%2C%20null%2C%20null%20null,Spellhold Games,Registration,Open Registration,,0,"['Disney Lorcana', 'Tabletop']"
11/05/2024 4:00 AM CEST,Weekly Lorcana League,https://melee.gg/Tournament/View/169208,"39815 Alta Murrieta DrC-06Murrieta, CA 92563US",https://www.google.com/maps/dir/?api=1&destination=39815%20Alta%20Murrieta%20Dr%2C%20Murrieta%2C%20CA%2092563,Cardboardia,Registration,Open Registration,,0,"['Disney Lorcana', 'Tabletop', 'Weekly Play']"
11/05/2024 2:30 AM CEST,Lorcana Shimmering Skies Round 3 week 4,https://melee.gg/Tournament/View/169167,"United States,US",https://www.google.com/maps/dir/?api=1&destination=United%20States%2C%20null%2C%20null%20null,Game Haven Bountiful,Registration,Open Registration,,0,"['Disney Lorcana', 'Tabletop', 'Weekly Play']"
11/05/2024 2:00 AM CEST,BHG Lorcana League Season 5 Wk 11,https://melee.gg/Tournament/View/161637,"United States,US",https://www.google.com/maps/dir/?api=1&destination=United%20States%2C%20null%2C%20null%20null,Boar's Hat Gaming,Registration,Open Registration,,0,"['Disney Lorcana', 'Tabletop', 'Weekly Play']"
11/05/2024 1:00 AM CEST,Lorcana Locals 11/4,https://melee.gg/Tournament/View/165207,"United States,US",https://www.google.com/maps/dir/?api=1&destination=United%20States%2C%20null%2C%20null%20null,Get Some Game 1,Registration,Open Registration,,0,"['Disney Lorcana', 'Tabletop']"
11/05/2024 1:00 AM CEST,Magic Mondays Lorcana League Night,https://melee.gg/Tournament/View/169344,"683 S Hawley RdCMilwaukee, WI 53214US",https://www.google.com/maps/dir/?api=1&destination=683%20S%20Hawley%20Rd%2C%20Milwaukee%2C%20WI%2053214,Battle Brothers Miniature Wargaming,Registration,Open Registration,,0,"['Core', 'Disney Lorcana', 'Tabletop']"
11/05/2024 12:30 AM CEST,"Lorcana Lundi Nov 4, 2024 - [OP 5] Montreal",https://melee.gg/Tournament/View/165060,"1398 Danforth AveToronto, ON M4J 1M9CA",https://www.google.com/maps/dir/?api=1&destination=1398%20Danforth%20Ave%2C%20Toronto%2C%20ON%20M4J%201M9,F2FTour.com,Registration,Open Registration,,0,"['Disney Lorcana', 'Tabletop']"
11/05/2024 12:30 AM CEST,Poorcana,https://melee.gg/Tournament/View/169339,"15901 Route 1South Chesterfield, VA 23834US",https://www.google.com/maps/dir/?api=1&destination=15901%20Route%201%2C%20South%20Chesterfield%2C%20VA%2023834,Modern Table Top,Registration,Open Registration,,2,"['Core', 'Disney Lorcana', 'Tabletop']"
11/04/2024 7:00 PM CEST,Disney Lorcana - Shimmering Skies League,https://melee.gg/Tournament/View/159789,"Sint Lenaartseweg 38CHoogstraten, AN 2320BE",https://www.google.com/maps/dir/?api=1&destination=Sint%20Lenaartseweg%2038C%2C%20Hoogstraten%2C%20AN%202320,flash-cards,Registration,Open Registration,,1,"['Disney Lorcana', 'Tabletop', 'Weekly Play']"
11/04/2024 5:00 PM CEST,Disney Lorcana Weekly Play,https://melee.gg/Tournament/View/160966,"Scherpenberger Str25Moers, Nordrhein Westfalen 47443DE",https://www.google.com/maps/dir/?api=1&destination=Scherpenberger%20Str%2C%20Moers%2C%20Nordrhein%20Westfalen%2047443,TCG Shop Moers c.o. Multi-Music-Corner,Registration,Open Registration,,0,"['Disney Lorcana', 'Tabletop', 'Weekly Play']"
11/04/2024 4:00 PM CEST,Hiveworld - Lorcana Constructed 04.11.24,https://melee.gg/Tournament/View/157336,"Hohe Str. 18Cologne, NW 50667DE",https://www.google.com/maps/dir/?api=1&destination=Hohe%20Str.%2018%2C%20Cologne%2C%20NW%2050667,Hiveworld + Spieldurst,Registration,Open Registration,,0,"['Disney Lorcana', 'Tabletop']"
11/04/2024 3:00 PM CEST,Hiveworld - Lorcana Freies Spielen (Casual) 04.11.24,https://melee.gg/Tournament/View/152187,"Hohe Str. 18Cologne, NW 50667DE",https://www.google.com/maps/dir/?api=1&destination=Hohe%20Str.%2018%2C%20Cologne%2C%20NW%2050667,Hiveworld + Spieldurst,Registration,Open Registration,,0,['Disney Lorcana']
11/04/2024 3:00 PM CEST,Hiveworld - Lorcana Draft 04.11.24,https://melee.gg/Tournament/View/157325,"Hohe Str. 18Cologne, NW 50667DE",https://www.google.com/maps/dir/?api=1&destination=Hohe%20Str.%2018%2C%20Cologne%2C%20NW%2050667,Hiveworld + Spieldurst,Registration,Open Registration,,0,"['Disney Lorcana', 'Tabletop']"
11/04/2024 8:30 AM CEST,Disney Lorcana TCG - Shimmering Skies League - Constructed,https://melee.gg/Tournament/View/163162,"857 George St, Ultimo NSW 2000Level 1Sydney, NSW 2000AU",https://www.google.com/maps/dir/?api=1&destination=857%20George%20St%2C%20Ultimo%20NSW%202000%2C%20Sydney%2C%20NSW%202000,Good Games Central,Registration,Open Registration,,0,"['Core', 'Disney Lorcana', 'Tabletop', 'Weekly Play']"
11/04/2024 2:00 AM CEST,Heroic Dreams - Weekly League,https://melee.gg/Tournament/View/147381,"417 Kingston RoadPickering, ON L1V 1A3CA",https://www.google.com/maps/dir/?api=1&destination=417%20Kingston%20Road%2C%20Pickering%2C%20ON%20L1V%201A3,Heroic Dreams,Registration,Open Registration,,0,"['Disney Lorcana', 'Tabletop', 'Weekly Play']"
11/04/2024 2:00 AM CEST,Lorcana at EK,https://melee.gg/Tournament/View/151580,"4116 West Burbank BoulevardBurbank, CA 91505US",https://www.google.com/maps/dir/?api=1&destination=4116%20West%20Burbank%20Boulevard%2C%20Burbank%2C%20CA%2091505,Emerald Knights Comics and Games,Registration,Open Registration,,0,"['Free Form', 'Disney Lorcana', 'Tabletop', 'Weekly Play']"
11/04/2024 12:10 AM CEST,Weekly Lorcana,https://melee.gg/Tournament/View/164657,"58 Mississaga St E2nd floorOrillia, ON L3V 1V5CA",https://www.google.com/maps/dir/?api=1&destination=58%20Mississaga%20St%20E%2C%20Orillia%2C%20ON%20L3V%201V5,Cards and Coasters,Registration,Invite Only,,0,"['Disney Lorcana', 'Tabletop']"
11/03/2024 11:00 PM CEST,WIN A '' LET IT GO - PROMO FOIL '',https://melee.gg/Tournament/View/161231,"Via delle mura, 30Velletri, Lazio 00049IT",https://www.google.com/maps/dir/?api=1&destination=Via%20delle%20mura%2C%2030%2C%20Velletri%2C%20Lazio%2000049,Pika Pika,Registration,Open Registration,,7,"['Core', 'Disney Lorcana', 'Tabletop']"
11/03/2024 11:00 PM CEST,Locals November 03/24,https://melee.gg/Tournament/View/164748,"335 Britannia AvenueHamilton, Ontario L8H 1Y4CA",https://www.google.com/maps/dir/?api=1&destination=335%20Britannia%20Avenue%2C%20Hamilton%2C%20Ontario%20L8H%201Y4,ParadoxTCG,Registration,Open Registration,,0,"['Disney Lorcana', 'Tabletop']"
11/03/2024 10:00 PM CEST,Shimmering Skies League Golden Age (1937-1942) 6 Color,https://melee.gg/Tournament/View/149364,"1841 E State Route 69Prescott, AZ 86301US",https://www.google.com/maps/dir/?api=1&destination=1841%20E%20State%20Route%2069%2C%20Prescott%2C%20AZ%2086301,Game On - Prescott,Registration,Open Registration,,0,"['Disney Lorcana', 'Tabletop']"
11/03/2024 10:00 PM CEST,Casual League,https://melee.gg/Tournament/View/164638,"3500 S MeridianSouth Hill Mall, Suite 976Puyallup, WA 98373US",https://www.google.com/maps/dir/?api=1&destination=3500%20S%20Meridian%2C%20Puyallup%2C%20WA%2098373,game ON!,Registration,Open Registration,,0,"['Disney Lorcana', 'Weekly Play']"
11/03/2024 9:00 PM CEST,Lorcana Shimmering Skies League Week 8,https://melee.gg/Tournament/View/135931,"3 Crestview PlazaJacksonville, AR 72076US",https://www.google.com/maps/dir/?api=1&destination=3%20Crestview%20Plaza%2C%20Jacksonville%2C%20AR%2072076,"D2 Comics and More, LLC",Registration,Open Registration,,1,"['Core', 'Disney Lorcana', 'Tabletop']"
11/03/2024 9:00 PM CEST,IRL Cards Lorcana Locals 11-03,https://melee.gg/Tournament/View/165103,"4444 E Grant RdSuite 115Tucson, AZ 85712US",https://www.google.com/maps/dir/?api=1&destination=4444%20E%20Grant%20Rd%2C%20Tucson%2C%20AZ%2085712,IRL Cards,Registration,Open Registration,,0,"['Disney Lorcana', 'Tabletop']"
11/03/2024 9:00 PM CEST,Weekly Play at Born 2 Game,https://melee.gg/Tournament/View/168095,"1376 Old Bridge Rd#102Woodbridge, VA 22192US",https://www.google.com/maps/dir/?api=1&destination=1376%20Old%20Bridge%20Rd%2C%20Woodbridge%2C%20VA%2022192,Born 2 Game,Registration,Open Registration,,0,"['Disney Lorcana', 'Tabletop']"
11/03/2024 9:00 PM CEST,Summerville Lorcana Weekly $10,https://melee.gg/Tournament/View/169597,"908 Bacons Bridge RoadE9Summerville, SC 29485US",https://www.google.com/maps/dir/?api=1&destination=908%20Bacons%20Bridge%20Road%2C%20Summerville%2C%20SC%2029485,Zenergy Gamers,Registration,Open Registration,,0,"['Disney Lorcana', 'Tabletop', 'Weekly Play']"
11/03/2024 8:30 PM CEST,Weekly Tournament,https://melee.gg/Tournament/View/164629,"3500 S MeridianSouth Hill Mall, Suite 976Puyallup, WA 98373US",https://www.google.com/maps/dir/?api=1&destination=3500%20S%20Meridian%2C%20Puyallup%2C%20WA%2098373,game ON!,Registration,Open Registration,,0,"['Disney Lorcana', 'Tabletop', 'Weekly Play']"
11/03/2024 8:00 PM CEST,Lorcana @ KingsWay Collectibles,https://melee.gg/Tournament/View/127450,"3389 N State StBunnell, FL 32110US",https://www.google.com/maps/dir/?api=1&destination=3389%20N%20State%20St%2C%20Bunnell%2C%20FL%2032110,KingsWay Collectibles,Registration,Open Registration,,0,"['Free Form', 'Disney Lorcana', 'Tabletop']"
11/03/2024 8:00 PM CEST,Sunday November 3rd Lorcana Booster Draft,https://melee.gg/Tournament/View/164275,"7500 University AveSuite DClive, IA 50325US",https://www.google.com/maps/dir/?api=1&destination=7500%20University%20Ave%2C%20Clive%2C%20IA%2050325,Mayhem Comics Des Moines,Registration,Open Registration,,0,"['Disney Lorcana', 'Tabletop']"
11/03/2024 8:00 PM CEST,Vaughan Events - Sunday - Disney Lorcana! Challenge,https://melee.gg/Tournament/View/167348,"7700 Keele StUnit 6BVaughan, ON L4K 2A1CA",https://www.google.com/maps/dir/?api=1&destination=7700%20Keele%20St%2C%20Vaughan%2C%20ON%20L4K%202A1,401 Games,Registration,Open Registration,,0,"['Disney Lorcana', 'Tabletop']"
11/03/2024 8:00 PM CEST,October League Week 4,https://melee.gg/Tournament/View/169073,"535 Half Mile RdSuite 5BVerona, WI 53529US",https://www.google.com/maps/dir/?api=1&destination=535%20Half%20Mile%20Rd%2C%20Verona%2C%20WI%2053529,"VALHALLA HOBBY: COMICS, GAMES, AND THINGS VERONA",Registration,Open Registration,,0,['Disney Lorcana']
